Date,Symbol,Close
2019-05-16 05-PM,BTCUSD,7920.00
2019-05-16 04-PM,BTCUSD,7924.50
2019-05-16 03-PM,BTCUSD,7998.90
2019-05-16 02-PM,BTCUSD,7939.40
2019-05-16 01-PM,BTCUSD,7870.30
2019-05-16 12-PM,BTCUSD,7796.60
2019-05-16 11-AM,BTCUSD,7860.90
2019-05-16 10-AM,BTCUSD,7862.70
2019-05-16 09-AM,BTCUSD,7958.80
2019-05-16 08-AM,BTCUSD,7960.00
2019-05-16 07-AM,BTCUSD,7980.70
2019-05-16 06-AM,BTCUSD,8081.60
2019-05-16 05-AM,BTCUSD,7961.00
2019-05-16 04-AM,BTCUSD,7960.20
2019-05-16 03-AM,BTCUSD,8190.00
2019-05-16 02-AM,BTCUSD,8279.70
2019-05-16 01-AM,BTCUSD,8268.70
2019-05-16 12-AM,BTCUSD,8270.00
2019-05-15 11-PM,BTCUSD,8136.63
2019-05-15 10-PM,BTCUSD,8134.20
2019-05-15 09-PM,BTCUSD,8095.60
2019-05-15 08-PM,BTCUSD,8125.77
2019-05-15 07-PM,BTCUSD,8164.70
2019-05-15 06-PM,BTCUSD,8182.00
2019-05-15 05-PM,BTCUSD,8077.96
2019-05-15 04-PM,BTCUSD,7997.40
2019-05-15 03-PM,BTCUSD,8005.50
2019-05-15 02-PM,BTCUSD,7930.00
2019-05-15 01-PM,BTCUSD,7963.00
2019-05-15 12-PM,BTCUSD,7987.10
2019-05-15 11-AM,BTCUSD,7967.00
2019-05-15 10-AM,BTCUSD,8033.40
2019-05-15 09-AM,BTCUSD,8038.40
2019-05-15 08-AM,BTCUSD,7885.00
2019-05-15 07-AM,BTCUSD,7882.90
2019-05-15 06-AM,BTCUSD,7980.50
2019-05-15 05-AM,BTCUSD,7988.20
2019-05-15 04-AM,BTCUSD,7962.50
2019-05-15 03-AM,BTCUSD,8016.50
2019-05-15 02-AM,BTCUSD,8025.70
2019-05-15 01-AM,BTCUSD,7963.80
2019-05-15 12-AM,BTCUSD,7992.20
2019-05-14 11-PM,BTCUSD,7951.90
2019-05-14 10-PM,BTCUSD,7909.99
2019-05-14 09-PM,BTCUSD,7760.90
2019-05-14 08-PM,BTCUSD,7720.00
2019-05-14 07-PM,BTCUSD,7770.00
2019-05-14 06-PM,BTCUSD,7822.80
2019-05-14 05-PM,BTCUSD,8030.00
2019-05-14 04-PM,BTCUSD,7978.00
2019-05-14 03-PM,BTCUSD,7924.00
2019-05-14 02-PM,BTCUSD,8023.40
2019-05-14 01-PM,BTCUSD,8093.80
2019-05-14 12-PM,BTCUSD,8154.30
2019-05-14 11-AM,BTCUSD,8000.00
2019-05-14 10-AM,BTCUSD,8019.80
2019-05-14 09-AM,BTCUSD,8011.00
2019-05-14 08-AM,BTCUSD,7930.60
2019-05-14 07-AM,BTCUSD,8186.70
2019-05-14 06-AM,BTCUSD,7983.45
2019-05-14 05-AM,BTCUSD,7920.20
2019-05-14 04-AM,BTCUSD,7950.90
2019-05-14 03-AM,BTCUSD,7900.00
2019-05-14 02-AM,BTCUSD,7838.50
2019-05-14 01-AM,BTCUSD,7890.70
2019-05-14 12-AM,BTCUSD,7839.10
2019-05-13 11-PM,BTCUSD,7770.70
2019-05-13 10-PM,BTCUSD,7835.80
2019-05-13 09-PM,BTCUSD,8011.40
2019-05-13 08-PM,BTCUSD,7804.30
2019-05-13 07-PM,BTCUSD,7828.20
2019-05-13 06-PM,BTCUSD,7786.16
2019-05-13 05-PM,BTCUSD,7729.00
2019-05-13 04-PM,BTCUSD,7789.90
2019-05-13 03-PM,BTCUSD,7750.10
2019-05-13 02-PM,BTCUSD,7432.20
2019-05-13 01-PM,BTCUSD,7328.30
2019-05-13 12-PM,BTCUSD,7289.94
2019-05-13 11-AM,BTCUSD,7244.00
2019-05-13 10-AM,BTCUSD,7111.80
2019-05-13 09-AM,BTCUSD,7090.00
2019-05-13 08-AM,BTCUSD,7067.10
2019-05-13 07-AM,BTCUSD,7052.70
2019-05-13 06-AM,BTCUSD,7080.40
2019-05-13 05-AM,BTCUSD,7058.60
2019-05-13 04-AM,BTCUSD,7111.00
2019-05-13 03-AM,BTCUSD,7032.90
2019-05-13 02-AM,BTCUSD,7055.60
2019-05-13 01-AM,BTCUSD,7034.50
2019-05-13 12-AM,BTCUSD,7020.99
2019-05-12 11-PM,BTCUSD,6983.40
2019-05-12 10-PM,BTCUSD,6997.80
2019-05-12 09-PM,BTCUSD,7140.00
2019-05-12 08-PM,BTCUSD,7140.00
2019-05-12 07-PM,BTCUSD,7049.90
2019-05-12 06-PM,BTCUSD,7095.50
2019-05-12 05-PM,BTCUSD,6969.95
2019-05-12 04-PM,BTCUSD,6901.70
2019-05-12 03-PM,BTCUSD,6928.90
2019-05-12 02-PM,BTCUSD,6999.50
2019-05-12 01-PM,BTCUSD,7109.30
2019-05-12 12-PM,BTCUSD,7163.80
2019-05-12 11-AM,BTCUSD,7159.00
2019-05-12 10-AM,BTCUSD,7254.90
2019-05-12 09-AM,BTCUSD,7341.60
2019-05-12 08-AM,BTCUSD,7368.80
2019-05-12 07-AM,BTCUSD,7406.50
2019-05-12 06-AM,BTCUSD,7312.60
2019-05-12 05-AM,BTCUSD,7263.30
2019-05-12 04-AM,BTCUSD,7158.00
2019-05-12 03-AM,BTCUSD,7139.40
2019-05-12 02-AM,BTCUSD,7125.00
2019-05-12 01-AM,BTCUSD,7146.50
2019-05-12 12-AM,BTCUSD,7045.12
2019-05-11 11-PM,BTCUSD,7125.10
2019-05-11 10-PM,BTCUSD,7144.40
2019-05-11 09-PM,BTCUSD,6998.90
2019-05-11 08-PM,BTCUSD,6944.70
2019-05-11 07-PM,BTCUSD,6902.50
2019-05-11 06-PM,BTCUSD,6930.50
2019-05-11 05-PM,BTCUSD,6951.00
2019-05-11 04-PM,BTCUSD,6913.00
2019-05-11 03-PM,BTCUSD,6909.70
2019-05-11 02-PM,BTCUSD,6799.90
2019-05-11 01-PM,BTCUSD,6804.90
2019-05-11 12-PM,BTCUSD,6789.62
2019-05-11 11-AM,BTCUSD,6769.90
2019-05-11 10-AM,BTCUSD,6808.90
2019-05-11 09-AM,BTCUSD,6789.90
2019-05-11 08-AM,BTCUSD,6709.10
2019-05-11 07-AM,BTCUSD,6805.00
2019-05-11 06-AM,BTCUSD,6810.00
2019-05-11 05-AM,BTCUSD,6731.40
2019-05-11 04-AM,BTCUSD,6706.40
2019-05-11 03-AM,BTCUSD,6599.90
2019-05-11 02-AM,BTCUSD,6577.70
2019-05-11 01-AM,BTCUSD,6545.20
2019-05-11 12-AM,BTCUSD,6464.24
2019-05-10 11-PM,BTCUSD,6438.70
2019-05-10 10-PM,BTCUSD,6464.58
2019-05-10 09-PM,BTCUSD,6419.00
2019-05-10 08-PM,BTCUSD,6387.60
2019-05-10 07-PM,BTCUSD,6451.30
2019-05-10 06-PM,BTCUSD,6479.60
2019-05-10 05-PM,BTCUSD,6484.90
2019-05-10 04-PM,BTCUSD,6475.60
2019-05-10 03-PM,BTCUSD,6432.10
2019-05-10 02-PM,BTCUSD,6370.20
2019-05-10 01-PM,BTCUSD,6387.30
2019-05-10 12-PM,BTCUSD,6399.30
2019-05-10 11-AM,BTCUSD,6388.40
2019-05-10 10-AM,BTCUSD,6380.70
2019-05-10 09-AM,BTCUSD,6409.70
2019-05-10 08-AM,BTCUSD,6405.00
2019-05-10 07-AM,BTCUSD,6431.10
2019-05-10 06-AM,BTCUSD,6367.00
2019-05-10 05-AM,BTCUSD,6350.00
2019-05-10 04-AM,BTCUSD,6369.70
2019-05-10 03-AM,BTCUSD,6366.60
2019-05-10 02-AM,BTCUSD,6317.30
2019-05-10 01-AM,BTCUSD,6266.00
2019-05-10 12-AM,BTCUSD,6226.20
2019-05-09 11-PM,BTCUSD,6262.00
2019-05-09 10-PM,BTCUSD,6300.90
2019-05-09 09-PM,BTCUSD,6254.70
2019-05-09 08-PM,BTCUSD,6234.80
2019-05-09 07-PM,BTCUSD,6241.30
2019-05-09 06-PM,BTCUSD,6223.10
2019-05-09 05-PM,BTCUSD,6242.00
2019-05-09 04-PM,BTCUSD,6223.90
2019-05-09 03-PM,BTCUSD,6181.90
2019-05-09 02-PM,BTCUSD,6193.10
2019-05-09 01-PM,BTCUSD,6209.92
2019-05-09 12-PM,BTCUSD,6202.20
2019-05-09 11-AM,BTCUSD,6231.30
2019-05-09 10-AM,BTCUSD,6258.60
2019-05-09 09-AM,BTCUSD,6260.10
2019-05-09 08-AM,BTCUSD,6267.70
2019-05-09 07-AM,BTCUSD,6281.90
2019-05-09 06-AM,BTCUSD,6303.20
2019-05-09 05-AM,BTCUSD,6273.90
2019-05-09 04-AM,BTCUSD,6288.90
2019-05-09 03-AM,BTCUSD,6269.90
2019-05-09 02-AM,BTCUSD,6279.56
2019-05-09 01-AM,BTCUSD,6297.90
2019-05-09 12-AM,BTCUSD,6275.40
2019-05-08 11-PM,BTCUSD,6201.50
2019-05-08 10-PM,BTCUSD,6199.00
2019-05-08 09-PM,BTCUSD,6167.00
2019-05-08 08-PM,BTCUSD,6167.00
2019-05-08 07-PM,BTCUSD,6165.00
2019-05-08 06-PM,BTCUSD,6134.00
2019-05-08 05-PM,BTCUSD,6132.70
2019-05-08 04-PM,BTCUSD,6123.30
2019-05-08 03-PM,BTCUSD,6154.60
2019-05-08 02-PM,BTCUSD,6127.60
2019-05-08 01-PM,BTCUSD,6132.30
2019-05-08 12-PM,BTCUSD,6121.80
2019-05-08 11-AM,BTCUSD,6147.50
2019-05-08 10-AM,BTCUSD,6120.00
2019-05-08 09-AM,BTCUSD,6093.00
2019-05-08 08-AM,BTCUSD,6090.00
2019-05-08 07-AM,BTCUSD,6116.50
2019-05-08 06-AM,BTCUSD,6117.10
2019-05-08 05-AM,BTCUSD,6102.90
2019-05-08 04-AM,BTCUSD,6113.90
2019-05-08 03-AM,BTCUSD,6096.90
2019-05-08 02-AM,BTCUSD,6105.50
2019-05-08 01-AM,BTCUSD,6114.60
2019-05-08 12-AM,BTCUSD,6093.60
2019-05-07 11-PM,BTCUSD,6100.00
2019-05-07 10-PM,BTCUSD,6230.90
2019-05-07 09-PM,BTCUSD,6226.80
2019-05-07 08-PM,BTCUSD,6193.21
2019-05-07 07-PM,BTCUSD,6196.89
2019-05-07 06-PM,BTCUSD,6210.40
2019-05-07 05-PM,BTCUSD,6225.00
2019-05-07 04-PM,BTCUSD,6234.90
2019-05-07 03-PM,BTCUSD,6200.00
2019-05-07 02-PM,BTCUSD,6184.00
2019-05-07 01-PM,BTCUSD,6285.90
2019-05-07 12-PM,BTCUSD,6258.40
2019-05-07 11-AM,BTCUSD,6229.90
2019-05-07 10-AM,BTCUSD,6239.90
2019-05-07 09-AM,BTCUSD,6267.30
2019-05-07 08-AM,BTCUSD,6222.00
2019-05-07 07-AM,BTCUSD,6230.73
2019-05-07 06-AM,BTCUSD,6247.00
2019-05-07 05-AM,BTCUSD,6243.40
2019-05-07 04-AM,BTCUSD,6234.46
2019-05-07 03-AM,BTCUSD,6235.10
2019-05-07 02-AM,BTCUSD,6260.60
2019-05-07 01-AM,BTCUSD,6096.81
2019-05-07 12-AM,BTCUSD,6105.00
2019-05-06 11-PM,BTCUSD,6027.90
2019-05-06 10-PM,BTCUSD,6050.20
2019-05-06 09-PM,BTCUSD,6034.10
2019-05-06 08-PM,BTCUSD,6031.40
2019-05-06 07-PM,BTCUSD,6078.80
2019-05-06 06-PM,BTCUSD,6089.10
2019-05-06 05-PM,BTCUSD,6047.30
2019-05-06 04-PM,BTCUSD,6059.50
2019-05-06 03-PM,BTCUSD,6024.60
2019-05-06 02-PM,BTCUSD,6028.20
2019-05-06 01-PM,BTCUSD,6007.00
2019-05-06 12-PM,BTCUSD,5989.35
2019-05-06 11-AM,BTCUSD,6008.30
2019-05-06 10-AM,BTCUSD,5980.00
2019-05-06 09-AM,BTCUSD,5986.60
2019-05-06 08-AM,BTCUSD,5944.20
2019-05-06 07-AM,BTCUSD,5931.90
2019-05-06 06-AM,BTCUSD,5963.90
2019-05-06 05-AM,BTCUSD,5988.90
2019-05-06 04-AM,BTCUSD,5992.30
2019-05-06 03-AM,BTCUSD,5963.40
2019-05-06 02-AM,BTCUSD,5963.90
2019-05-06 01-AM,BTCUSD,5965.30
2019-05-06 12-AM,BTCUSD,6012.70
2019-05-05 11-PM,BTCUSD,6041.40
2019-05-05 10-PM,BTCUSD,6033.83
2019-05-05 09-PM,BTCUSD,6064.60
2019-05-05 08-PM,BTCUSD,6064.50
2019-05-05 07-PM,BTCUSD,5997.00
2019-05-05 06-PM,BTCUSD,6026.10
2019-05-05 05-PM,BTCUSD,5990.10
2019-05-05 04-PM,BTCUSD,6013.70
2019-05-05 03-PM,BTCUSD,6022.10
2019-05-05 02-PM,BTCUSD,6038.00
2019-05-05 01-PM,BTCUSD,6059.94
2019-05-05 12-PM,BTCUSD,6060.00
2019-05-05 11-AM,BTCUSD,6034.82
2019-05-05 10-AM,BTCUSD,6070.00
2019-05-05 09-AM,BTCUSD,6040.00
2019-05-05 08-AM,BTCUSD,6057.10
2019-05-05 07-AM,BTCUSD,6025.00
2019-05-05 06-AM,BTCUSD,6077.30
2019-05-05 05-AM,BTCUSD,6089.80
2019-05-05 04-AM,BTCUSD,6068.50
2019-05-05 03-AM,BTCUSD,6088.15
2019-05-05 02-AM,BTCUSD,6075.00
2019-05-05 01-AM,BTCUSD,6060.20
2019-05-05 12-AM,BTCUSD,6090.10
2019-05-04 11-PM,BTCUSD,6098.10
2019-05-04 10-PM,BTCUSD,6139.10
2019-05-04 09-PM,BTCUSD,6104.10
2019-05-04 08-PM,BTCUSD,6022.20
2019-05-04 07-PM,BTCUSD,5952.70
2019-05-04 06-PM,BTCUSD,5933.30
2019-05-04 05-PM,BTCUSD,5941.00
2019-05-04 04-PM,BTCUSD,5934.70
2019-05-04 03-PM,BTCUSD,5916.00
2019-05-04 02-PM,BTCUSD,5932.00
2019-05-04 01-PM,BTCUSD,5899.90
2019-05-04 12-PM,BTCUSD,6027.70
2019-05-04 11-AM,BTCUSD,6058.00
2019-05-04 10-AM,BTCUSD,6050.10
2019-05-04 09-AM,BTCUSD,6053.40
2019-05-04 08-AM,BTCUSD,6073.14
2019-05-04 07-AM,BTCUSD,6101.20
2019-05-04 06-AM,BTCUSD,6076.20
2019-05-04 05-AM,BTCUSD,6055.70
2019-05-04 04-AM,BTCUSD,6057.20
2019-05-04 03-AM,BTCUSD,6105.80
2019-05-04 02-AM,BTCUSD,6121.30
2019-05-04 01-AM,BTCUSD,6147.80
2019-05-04 12-AM,BTCUSD,6096.00
2019-05-03 11-PM,BTCUSD,6017.00
2019-05-03 10-PM,BTCUSD,6031.91
2019-05-03 09-PM,BTCUSD,6060.00
2019-05-03 08-PM,BTCUSD,6053.00
2019-05-03 07-PM,BTCUSD,6033.70
2019-05-03 06-PM,BTCUSD,6036.90
2019-05-03 05-PM,BTCUSD,6006.10
2019-05-03 04-PM,BTCUSD,6034.10
2019-05-03 03-PM,BTCUSD,6056.20
2019-05-03 02-PM,BTCUSD,6075.00
2019-05-03 01-PM,BTCUSD,6083.70
2019-05-03 12-PM,BTCUSD,6061.09
2019-05-03 11-AM,BTCUSD,6031.78
2019-05-03 10-AM,BTCUSD,6031.60
2019-05-03 09-AM,BTCUSD,6130.07
2019-05-03 08-AM,BTCUSD,6029.10
2019-05-03 07-AM,BTCUSD,5926.00
2019-05-03 06-AM,BTCUSD,5868.09
2019-05-03 05-AM,BTCUSD,5829.40
2019-05-03 04-AM,BTCUSD,5841.80
2019-05-03 03-AM,BTCUSD,5832.00
2019-05-03 02-AM,BTCUSD,5818.60
2019-05-03 01-AM,BTCUSD,5806.90
2019-05-03 12-AM,BTCUSD,5805.00
2019-05-02 11-PM,BTCUSD,5723.80
2019-05-02 10-PM,BTCUSD,5741.00
2019-05-02 09-PM,BTCUSD,5742.20
2019-05-02 08-PM,BTCUSD,5757.10
2019-05-02 07-PM,BTCUSD,5747.30
2019-05-02 06-PM,BTCUSD,5741.20
2019-05-02 05-PM,BTCUSD,5743.90
2019-05-02 04-PM,BTCUSD,5724.00
2019-05-02 03-PM,BTCUSD,5760.06
2019-05-02 02-PM,BTCUSD,5739.00
2019-05-02 01-PM,BTCUSD,5727.90
2019-05-02 12-PM,BTCUSD,5744.40
2019-05-02 11-AM,BTCUSD,5716.30
2019-05-02 10-AM,BTCUSD,5706.10
2019-05-02 09-AM,BTCUSD,5713.80
2019-05-02 08-AM,BTCUSD,5715.00
2019-05-02 07-AM,BTCUSD,5677.90
2019-05-02 06-AM,BTCUSD,5638.20
2019-05-02 05-AM,BTCUSD,5641.10
2019-05-02 04-AM,BTCUSD,5642.00
2019-05-02 03-AM,BTCUSD,5652.60
2019-05-02 02-AM,BTCUSD,5633.90
2019-05-02 01-AM,BTCUSD,5618.40
2019-05-02 12-AM,BTCUSD,5636.90
2019-05-01 11-PM,BTCUSD,5629.50
2019-05-01 10-PM,BTCUSD,5614.80
2019-05-01 09-PM,BTCUSD,5616.00
2019-05-01 08-PM,BTCUSD,5614.93
2019-05-01 07-PM,BTCUSD,5603.90
2019-05-01 06-PM,BTCUSD,5604.80
2019-05-01 05-PM,BTCUSD,5629.60
2019-05-01 04-PM,BTCUSD,5602.29
2019-05-01 03-PM,BTCUSD,5608.60
2019-05-01 02-PM,BTCUSD,5601.00
2019-05-01 01-PM,BTCUSD,5599.90
2019-05-01 12-PM,BTCUSD,5610.52
2019-05-01 11-AM,BTCUSD,5625.30
2019-05-01 10-AM,BTCUSD,5621.80
2019-05-01 09-AM,BTCUSD,5622.20
2019-05-01 08-AM,BTCUSD,5613.90
2019-05-01 07-AM,BTCUSD,5624.90
2019-05-01 06-AM,BTCUSD,5624.90
2019-05-01 05-AM,BTCUSD,5628.00
2019-05-01 04-AM,BTCUSD,5624.90
2019-05-01 03-AM,BTCUSD,5619.10
2019-05-01 02-AM,BTCUSD,5620.60
2019-05-01 01-AM,BTCUSD,5619.40
2019-05-01 12-AM,BTCUSD,5620.00
2019-04-30 11-PM,BTCUSD,5599.52
2019-04-30 10-PM,BTCUSD,5610.00
2019-04-30 09-PM,BTCUSD,5593.10
2019-04-30 08-PM,BTCUSD,5579.10
2019-04-30 07-PM,BTCUSD,5577.10
2019-04-30 06-PM,BTCUSD,5578.00
2019-04-30 05-PM,BTCUSD,5570.00
2019-04-30 04-PM,BTCUSD,5575.80
2019-04-30 03-PM,BTCUSD,5590.00
2019-04-30 02-PM,BTCUSD,5582.80
2019-04-30 01-PM,BTCUSD,5585.50
2019-04-30 12-PM,BTCUSD,5529.20
2019-04-30 11-AM,BTCUSD,5524.00
2019-04-30 10-AM,BTCUSD,5503.30
2019-04-30 09-AM,BTCUSD,5475.00
2019-04-30 08-AM,BTCUSD,5483.00
2019-04-30 07-AM,BTCUSD,5477.63
2019-04-30 06-AM,BTCUSD,5468.90
2019-04-30 05-AM,BTCUSD,5460.00
2019-04-30 04-AM,BTCUSD,5456.20
2019-04-30 03-AM,BTCUSD,5474.35
2019-04-30 02-AM,BTCUSD,5496.20
2019-04-30 01-AM,BTCUSD,5485.20
2019-04-30 12-AM,BTCUSD,5475.70
2019-04-29 11-PM,BTCUSD,5480.10
2019-04-29 10-PM,BTCUSD,5442.20
2019-04-29 09-PM,BTCUSD,5450.36
2019-04-29 08-PM,BTCUSD,5465.70
2019-04-29 07-PM,BTCUSD,5467.60
2019-04-29 06-PM,BTCUSD,5460.00
2019-04-29 05-PM,BTCUSD,5441.10
2019-04-29 04-PM,BTCUSD,5442.00
2019-04-29 03-PM,BTCUSD,5402.80
2019-04-29 02-PM,BTCUSD,5414.62
2019-04-29 01-PM,BTCUSD,5395.85
2019-04-29 12-PM,BTCUSD,5419.60
2019-04-29 11-AM,BTCUSD,5462.31
2019-04-29 10-AM,BTCUSD,5459.90
2019-04-29 09-AM,BTCUSD,5490.31
2019-04-29 08-AM,BTCUSD,5507.13
2019-04-29 07-AM,BTCUSD,5507.80
2019-04-29 06-AM,BTCUSD,5507.10
2019-04-29 05-AM,BTCUSD,5507.70
2019-04-29 04-AM,BTCUSD,5510.00
2019-04-29 03-AM,BTCUSD,5507.10
2019-04-29 02-AM,BTCUSD,5507.20
2019-04-29 01-AM,BTCUSD,5493.90
2019-04-29 12-AM,BTCUSD,5491.10
2019-04-28 11-PM,BTCUSD,5486.80
2019-04-28 10-PM,BTCUSD,5485.10
2019-04-28 09-PM,BTCUSD,5466.00
2019-04-28 08-PM,BTCUSD,5460.00
2019-04-28 07-PM,BTCUSD,5462.00
2019-04-28 06-PM,BTCUSD,5483.30
2019-04-28 05-PM,BTCUSD,5494.80
2019-04-28 04-PM,BTCUSD,5508.05
2019-04-28 03-PM,BTCUSD,5526.00
2019-04-28 02-PM,BTCUSD,5490.00
2019-04-28 01-PM,BTCUSD,5485.10
2019-04-28 12-PM,BTCUSD,5519.00
2019-04-28 11-AM,BTCUSD,5536.50
2019-04-28 10-AM,BTCUSD,5510.10
2019-04-28 09-AM,BTCUSD,5474.20
2019-04-28 08-AM,BTCUSD,5472.50
2019-04-28 07-AM,BTCUSD,5477.10
2019-04-28 06-AM,BTCUSD,5455.02
2019-04-28 05-AM,BTCUSD,5444.20
2019-04-28 04-AM,BTCUSD,5432.70
2019-04-28 03-AM,BTCUSD,5436.10
2019-04-28 02-AM,BTCUSD,5418.00
2019-04-28 01-AM,BTCUSD,5436.90
2019-04-28 12-AM,BTCUSD,5438.20
2019-04-27 11-PM,BTCUSD,5401.90
2019-04-27 10-PM,BTCUSD,5436.80
2019-04-27 09-PM,BTCUSD,5435.26
2019-04-27 08-PM,BTCUSD,5439.50
2019-04-27 07-PM,BTCUSD,5438.70
2019-04-27 06-PM,BTCUSD,5414.60
2019-04-27 05-PM,BTCUSD,5418.70
2019-04-27 04-PM,BTCUSD,5389.40
2019-04-27 03-PM,BTCUSD,5376.90
2019-04-27 02-PM,BTCUSD,5387.70
2019-04-27 01-PM,BTCUSD,5375.70
2019-04-27 12-PM,BTCUSD,5370.00
2019-04-27 11-AM,BTCUSD,5379.90
2019-04-27 10-AM,BTCUSD,5375.30
2019-04-27 09-AM,BTCUSD,5365.20
2019-04-27 08-AM,BTCUSD,5401.00
2019-04-27 07-AM,BTCUSD,5409.40
2019-04-27 06-AM,BTCUSD,5408.80
2019-04-27 05-AM,BTCUSD,5394.16
2019-04-27 04-AM,BTCUSD,5361.80
2019-04-27 03-AM,BTCUSD,5381.30
2019-04-27 02-AM,BTCUSD,5387.30
2019-04-27 01-AM,BTCUSD,5393.30
2019-04-27 12-AM,BTCUSD,5399.20
2019-04-26 11-PM,BTCUSD,5410.90
2019-04-26 10-PM,BTCUSD,5421.09
2019-04-26 09-PM,BTCUSD,5393.40
2019-04-26 08-PM,BTCUSD,5377.53
2019-04-26 07-PM,BTCUSD,5372.54
2019-04-26 06-PM,BTCUSD,5345.90
2019-04-26 05-PM,BTCUSD,5372.00
2019-04-26 04-PM,BTCUSD,5364.20
2019-04-26 03-PM,BTCUSD,5379.20
2019-04-26 02-PM,BTCUSD,5409.10
2019-04-26 01-PM,BTCUSD,5401.03
2019-04-26 12-PM,BTCUSD,5413.80
2019-04-26 11-AM,BTCUSD,5379.90
2019-04-26 10-AM,BTCUSD,5382.54
2019-04-26 09-AM,BTCUSD,5381.10
2019-04-26 08-AM,BTCUSD,5405.60
2019-04-26 07-AM,BTCUSD,5387.20
2019-04-26 06-AM,BTCUSD,5371.40
2019-04-26 05-AM,BTCUSD,5401.00
2019-04-26 04-AM,BTCUSD,5400.50
2019-04-26 03-AM,BTCUSD,5412.80
2019-04-26 02-AM,BTCUSD,5430.90
2019-04-26 01-AM,BTCUSD,5295.80
2019-04-26 12-AM,BTCUSD,5270.00
2019-04-25 11-PM,BTCUSD,5215.60
2019-04-25 10-PM,BTCUSD,5187.60
2019-04-25 09-PM,BTCUSD,5420.20
2019-04-25 08-PM,BTCUSD,5535.20
2019-04-25 07-PM,BTCUSD,5529.70
2019-04-25 06-PM,BTCUSD,5540.10
2019-04-25 05-PM,BTCUSD,5533.60
2019-04-25 04-PM,BTCUSD,5520.00
2019-04-25 03-PM,BTCUSD,5497.40
2019-04-25 02-PM,BTCUSD,5483.90
2019-04-25 01-PM,BTCUSD,5487.30
2019-04-25 12-PM,BTCUSD,5487.20
2019-04-25 11-AM,BTCUSD,5499.20
2019-04-25 10-AM,BTCUSD,5490.63
2019-04-25 09-AM,BTCUSD,5442.45
2019-04-25 08-AM,BTCUSD,5450.10
2019-04-25 07-AM,BTCUSD,5448.70
2019-04-25 06-AM,BTCUSD,5426.70
2019-04-25 05-AM,BTCUSD,5456.30
2019-04-25 04-AM,BTCUSD,5454.90
2019-04-25 03-AM,BTCUSD,5467.85
2019-04-25 02-AM,BTCUSD,5462.10
2019-04-25 01-AM,BTCUSD,5489.70
2019-04-25 12-AM,BTCUSD,5487.80
2019-04-24 11-PM,BTCUSD,5479.60
2019-04-24 10-PM,BTCUSD,5476.20
2019-04-24 09-PM,BTCUSD,5465.40
2019-04-24 08-PM,BTCUSD,5475.70
2019-04-24 07-PM,BTCUSD,5473.10
2019-04-24 06-PM,BTCUSD,5441.20
2019-04-24 05-PM,BTCUSD,5461.00
2019-04-24 04-PM,BTCUSD,5478.30
2019-04-24 03-PM,BTCUSD,5493.93
2019-04-24 02-PM,BTCUSD,5497.30
2019-04-24 01-PM,BTCUSD,5472.80
2019-04-24 12-PM,BTCUSD,5485.60
2019-04-24 11-AM,BTCUSD,5466.10
2019-04-24 10-AM,BTCUSD,5454.20
2019-04-24 09-AM,BTCUSD,5500.03
2019-04-24 08-AM,BTCUSD,5517.80
2019-04-24 07-AM,BTCUSD,5507.00
2019-04-24 06-AM,BTCUSD,5624.60
2019-04-24 05-AM,BTCUSD,5649.20
2019-04-24 04-AM,BTCUSD,5620.10
2019-04-24 03-AM,BTCUSD,5599.70
2019-04-24 02-AM,BTCUSD,5583.40
2019-04-24 01-AM,BTCUSD,5571.30
2019-04-24 12-AM,BTCUSD,5549.90
2019-04-23 11-PM,BTCUSD,5546.10
2019-04-23 10-PM,BTCUSD,5581.50
2019-04-23 09-PM,BTCUSD,5598.70
2019-04-23 08-PM,BTCUSD,5611.40
2019-04-23 07-PM,BTCUSD,5623.30
2019-04-23 06-PM,BTCUSD,5643.60
2019-04-23 05-PM,BTCUSD,5623.10
2019-04-23 04-PM,BTCUSD,5605.50
2019-04-23 03-PM,BTCUSD,5603.10
2019-04-23 02-PM,BTCUSD,5622.00
2019-04-23 01-PM,BTCUSD,5612.70
2019-04-23 12-PM,BTCUSD,5613.20
2019-04-23 11-AM,BTCUSD,5596.30
2019-04-23 10-AM,BTCUSD,5595.10
2019-04-23 09-AM,BTCUSD,5583.70
2019-04-23 08-AM,BTCUSD,5587.40
2019-04-23 07-AM,BTCUSD,5583.50
2019-04-23 06-AM,BTCUSD,5581.00
2019-04-23 05-AM,BTCUSD,5570.40
2019-04-23 04-AM,BTCUSD,5548.90
2019-04-23 03-AM,BTCUSD,5460.80
2019-04-23 02-AM,BTCUSD,5421.50
2019-04-23 01-AM,BTCUSD,5410.80
2019-04-23 12-AM,BTCUSD,5398.80
2019-04-22 11-PM,BTCUSD,5417.80
2019-04-22 10-PM,BTCUSD,5431.00
2019-04-22 09-PM,BTCUSD,5420.00
2019-04-22 08-PM,BTCUSD,5405.70
2019-04-22 07-PM,BTCUSD,5418.50
2019-04-22 06-PM,BTCUSD,5438.90
2019-04-22 05-PM,BTCUSD,5404.98
2019-04-22 04-PM,BTCUSD,5328.90
2019-04-22 03-PM,BTCUSD,5341.60
2019-04-22 02-PM,BTCUSD,5347.00
2019-04-22 01-PM,BTCUSD,5326.10
2019-04-22 12-PM,BTCUSD,5330.90
